id	baseMean	log2FoldChange	pvalue	padj	Direction	WR260145T	WR260146T	WR260141T	WR260142T	Uniprot	GO	KEGG	Card	VFDB	PHI	COG	eggNOG	CAZy	NT	Pfam
ENSMUSG00000040351(Ankib1)	20.8918602244813	1.6006022107625	0.0225790289059473	0.0905267408934342	Up	33	40	7	11	sp|P11369|LORF2_MOUSE LINE-1 retrotransposable element ORF2 protein OS=Mus musculus OX=10090 GN=Pol PE=1 SV=2	GO:0004519 endonuclease activity molecular_function|GO:0046872 metal ion binding molecular_function|GO:0003964 RNA-directed DNA polymerase activity molecular_function|GO:0006310 DNA recombination biological_process	mmu:102631730 -- -- --	--	VFG042739(gb|NP_254019)	A0A0S4VR07|PHI:9816|Tres|305|Ralstonia_solanacearum|reduced_virulence	--	10116.ENSRNOP00000067716 KOG1075@1|root,KOG1075@2759|Eukaryota,39RKB@33154|Opisthokonta,3BK61@33208|Metazoa,3E43G@33213|Bilateria,48JXY@7711|Chordata,49GK2@7742|Vertebrata,3JJ5B@40674|Mammalia,35U9R@314146|Euarchontoglires Reverse transcriptase (RNA-dependent DNA polymerase)	--	AAA39398.2 ORF2 [Mus musculus domesticus]	PF00078.31|RVT_1|Reverse transcriptase (RNA-dependent DNA polymerase)
ENSMUSG00000029718(Pcolce)	697.894475372808	-1.2207569473057	1.98902458512722e-13	2.37467435191022e-11	Down	520	463	981	766	sp|Q61398|PCOC1_MOUSE Procollagen C-endopeptidase enhancer 1 OS=Mus musculus OX=10090 GN=Pcolce PE=1 SV=2	GO:0005518 collagen binding molecular_function|GO:0008201 heparin binding molecular_function|GO:0016504 peptidase activator activity molecular_function|GO:1990830 cellular response to leukemia inhibitory factor biological_process|GO:0006508 proteolysis biological_process|GO:0005615 extracellular space cellular_component	mmu:71176 K10304 F-box protein 24 --	--	VFG014145(gb|WP_003138480)	Q4WI19|PHI:9899|Rpda_(afu2g03390)|746128|Aspergillus_fumigatus|loss_of_pathogenicity	--	10090.ENSMUSP00000031731 28MFV@1|root,2QTZ9@2759|Eukaryota,38HFS@33154|Opisthokonta,3BDXX@33208|Metazoa,3CXJ1@33213|Bilateria,487JJ@7711|Chordata,493H9@7742|Vertebrata,3J1UE@40674|Mammalia,35BBR@314146|Euarchontoglires,4PU88@9989|Rodentia peptidase activator activity	--	EGW06320.1 Procollagen C-endopeptidase enhancer 1 [Cricetulus griseus]	PF00431.24|CUB|CUB domain
ENSMUSG00000093885(Rpl35a-ps5)	523.102741890941	-1.08968634421145	1.09918318199874e-09	4.87040135693875e-08	Down	393	390	715	558	sp|P04646|RL35A_RAT Large ribosomal subunit protein eL33 OS=Rattus norvegicus OX=10116 GN=Rpl35a PE=1 SV=1	GO:0003735 structural constituent of ribosome molecular_function|GO:0000049 tRNA binding molecular_function|GO:0002181 cytoplasmic translation biological_process|GO:0042273 ribosomal large subunit biogenesis biological_process|GO:0022625 cytosolic large ribosomal subunit cellular_component	mmu:57808 K02917 large subunit ribosomal protein L35Ae mmu03010 Ribosome|:::|mmu05171 Coronavirus disease - COVID-19	--	VFG001808(gb|AAA26617)	Q97S31|PHI:2733|Mete|1313|Streptococcus_pneumoniae|unaffected_pathogenicity_reduced_virulence	--	10029.XP_007624363.1 COG2451@1|root,KOG0887@2759|Eukaryota,3A60A@33154|Opisthokonta,3BQ9G@33208|Metazoa,3D7CG@33213|Bilateria,48EMT@7711|Chordata,49BM4@7742|Vertebrata,3JH0A@40674|Mammalia,35Q57@314146|Euarchontoglires,4Q5QA@9989|Rodentia ribosomal protein	--	NP_001123956.1 large ribosomal subunit protein eL33 [Mus musculus]	PF01247.22|Ribosomal_L35Ae|Ribosomal protein L35Ae
ENSMUSG00000029175(Slc35f6)	35.7140775362658	-1.319320358203	0.0110949547106362	0.0547725659956025	Down	28	20	45	45	sp|Q8VE96|S35F6_MOUSE Solute carrier family 35 member F6 OS=Mus musculus OX=10090 GN=Slc35f6 PE=1 SV=1	GO:0022857 transmembrane transporter activity molecular_function|GO:1901029 negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway biological_process|GO:0008284 positive regulation of cell population proliferation biological_process|GO:0005829 cytosol cellular_component|GO:0043231 intracellular membrane-bounded organelle cellular_component|GO:0005765 lysosomal membrane cellular_component|GO:0005764 lysosome cellular_component|GO:0016020 membrane cellular_component|GO:0005739 mitochondrion cellular_component|GO:0005654 nucleoplasm cellular_component	mmu:74919 -- -- --	--	VFG013316(gb|WP_011272147)	G4MYY5|PHI:7993|Povrl1_(mgg_10958)_Povrl1|318829|Magnaporthe_oryzae|unaffected_pathogenicity	--	109478.XP_005875027.1 COG0697@1|root,KOG3912@2759|Eukaryota,38ED4@33154|Opisthokonta,3BCRF@33208|Metazoa,3D1RB@33213|Bilateria,484AP@7711|Chordata,48W0J@7742|Vertebrata,3J68E@40674|Mammalia,4KVKE@9397|Chiroptera Solute carrier family 35 member F6	--	BAC34613.1 unnamed protein product [Mus musculus]	PF00892.24|EamA|EamA-like transporter family
ENSMUSG00000036435(Exoc1)	7.39370410514678	2.5319619124861	0.0415022175179026	NA	Up	20	10	3	1	sp|P11369|LORF2_MOUSE LINE-1 retrotransposable element ORF2 protein OS=Mus musculus OX=10090 GN=Pol PE=1 SV=2	GO:0004519 endonuclease activity molecular_function|GO:0046872 metal ion binding molecular_function|GO:0003964 RNA-directed DNA polymerase activity molecular_function|GO:0006310 DNA recombination biological_process	mmu:69940 K19983 exocyst complex component 1 --	--	VFG046923(gb|WP_014548552)	Q9HEQ8|PHI:335|Cgra|746128|Aspergillus_fumigatus|reduced_virulence	--	10116.ENSRNOP00000029694 COG4826@1|root,KOG1075@1|root,KOG1075@2759|Eukaryota,KOG2392@2759|Eukaryota,38BQD@33154|Opisthokonta,3BGRB@33208|Metazoa,3CV0W@33213|Bilateria,47Z2V@7711|Chordata,48UVT@7742|Vertebrata,3JEYE@40674|Mammalia,35MGV@314146|Euarchontoglires,4PYUZ@9989|Rodentia Serine protease inhibitor	--	AAP92556.1 Ab1-233 [Rattus norvegicus]	PF13054.10|DUF3915|Protein of unknown function (DUF3915)
ENSMUSG00000029505(Ep400)	47.5394185380558	1.77041525236817	0.000178358774621664	0.00196560516236901	Up	89	83	18	20	sp|Q8CHI8|EP400_MOUSE E1A-binding protein p400 OS=Mus musculus OX=10090 GN=Ep400 PE=1 SV=3	GO:0005524 ATP binding molecular_function|GO:0140658 ATP-dependent chromatin remodeler activity molecular_function|GO:0003682 chromatin binding molecular_function|GO:0003677 DNA binding molecular_function|GO:0004386 helicase activity molecular_function|GO:0016787 hydrolase activity molecular_function|GO:1990405 protein antigen binding molecular_function|GO:0006281 DNA repair biological_process|GO:0045893 positive regulation of DNA-templated transcription biological_process|GO:1905168 positive regulation of double-strand break repair via homologous recombination biological_process|GO:0042981 regulation of apoptotic process biological_process|GO:0051726 regulation of cell cycle biological_process|GO:2000779 regulation of double-strand break repair biological_process|GO:0035267 NuA4 histone acetyltransferase complex cellular_component|GO:0016607 nuclear speck cellular_component|GO:0000786 nucleosome cellular_component|GO:0000812 Swr1 complex cellular_component	mmu:75560 K11320 E1A-binding protein p400 [EC:5.6.2.-] mmu03082 ATP-dependent chromatin remodeling	--	VFG031554(gb|YP_007958282)	Q9KK37|PHI:9829|Pspc|1313|Streptococcus_pneumoniae|reduced_virulence_loss_of_pathogenicity	WP_053238262_1|COG0553|Superfamily II DNA or RNA helicase, SNF2 family	10029.XP_007627424.1 COG0553@1|root,KOG0391@2759|Eukaryota,38C85@33154|Opisthokonta,3BH39@33208|Metazoa,3CUF7@33213|Bilateria,47ZDV@7711|Chordata,49726@7742|Vertebrata,3J47C@40674|Mammalia,35J0M@314146|Euarchontoglires,4Q2M4@9989|Rodentia E1A-binding protein p400, N-terminal	--	AAH82322.1 Ep400 protein [Mus musculus]	PF00176.27|SNF2-rel_dom|SNF2-related domain
ENSMUSG00000040118(Cacna2d1)	21.9820098590031	1.34317240879332	0.041458776565616	0.139647195673211	Up	41	33	11	11	sp|P11369|LORF2_MOUSE LINE-1 retrotransposable element ORF2 protein OS=Mus musculus OX=10090 GN=Pol PE=1 SV=2	GO:0004519 endonuclease activity molecular_function|GO:0046872 metal ion binding molecular_function|GO:0003964 RNA-directed DNA polymerase activity molecular_function|GO:0006310 DNA recombination biological_process	mmu:118568307 -- -- --	--	VFG043860(gb|ACT34172)	G2XDH0|PHI:123010|Vdscp41|27337|Verticillium_dahliae|unaffected_pathogenicity	--	10090.ENSMUSP00000137421 2CZE2@1|root,2S9XJ@2759|Eukaryota,3AJ63@33154|Opisthokonta,3BX24@33208|Metazoa,3DD5X@33213|Bilateria,48KPS@7711|Chordata,49HE8@7742|Vertebrata,3JF0N@40674|Mammalia,35RYM@314146|Euarchontoglires -	--	AAA39398.2 ORF2 [Mus musculus domesticus]	PF08333.15|DUF1725|Protein of unknown function (DUF1725)
ENSMUSG00000029207(Apbb2)	23.1400775205299	1.86081187178522	0.00497387514827099	0.0301945132588541	Up	42	43	11	7	sp|Q9DBR4|APBB2_MOUSE Amyloid beta precursor protein binding family B member 2 OS=Mus musculus OX=10090 GN=Apbb2 PE=1 SV=2	GO:0001540 amyloid-beta binding molecular_function|GO:0007411 axon guidance biological_process|GO:0030198 extracellular matrix organization biological_process|GO:0036438 maintenance of lens transparency biological_process|GO:0043066 negative regulation of apoptotic process biological_process|GO:1901988 negative regulation of cell cycle phase transition biological_process|GO:0000122 negative regulation of transcription by RNA polymerase II biological_process|GO:0001764 neuron migration biological_process|GO:0043065 positive regulation of apoptotic process biological_process|GO:0045944 positive regulation of transcription by RNA polymerase II biological_process|GO:0050821 protein stabilization biological_process|GO:0006355 regulation of DNA-templated transcription biological_process|GO:0006939 smooth muscle contraction biological_process|GO:0005737 cytoplasm cellular_component|GO:0005769 early endosome cellular_component|GO:0005783 endoplasmic reticulum cellular_component|GO:0005794 Golgi apparatus cellular_component|GO:0005634 nucleus cellular_component	mmu:11787 K04530 amyloid beta A4 precursor protein-binding family B member 2 --	--	VFG023234(gb|WP_014002012)	I1RNY7|PHI:1181|(sc_kic1)|5518|Fusarium_graminearum|reduced_virulence	--	10090.ENSMUSP00000125211 2CMZU@1|root,2QT08@2759|Eukaryota,38X7N@33154|Opisthokonta,3BCD4@33208|Metazoa,3CTR7@33213|Bilateria,485C0@7711|Chordata,495NI@7742|Vertebrata,3JCN6@40674|Mammalia,35N72@314146|Euarchontoglires,4Q4A5@9989|Rodentia Phosphotyrosine-binding domain, phosphotyrosine-interaction (PI) domain	--	XP_003515070.2 amyloid-beta A4 precursor protein-binding family B member 2-like [Cricetulus griseus]	PF13054.10|DUF3915|Protein of unknown function (DUF3915)
ENSMUSG00000055204(Ankrd17)	117.136227641104	1.16680857203303	0.000172866116758724	0.00190997061652698	Up	180	199	78	52	sp|Q99NH0|ANR17_MOUSE Ankyrin repeat domain-containing protein 17 OS=Mus musculus OX=10090 GN=Ankrd17 PE=1 SV=2	GO:0003682 chromatin binding molecular_function|GO:0003723 RNA binding molecular_function|GO:0001955 blood vessel maturation biological_process|GO:0042742 defense response to bacterium biological_process|GO:0007492 endoderm development biological_process|GO:0045087 innate immune response biological_process|GO:0051151 negative regulation of smooth muscle cell differentiation biological_process|GO:0043123 positive regulation of canonical NF-kappaB signal transduction biological_process|GO:0045787 positive regulation of cell cycle biological_process|GO:1900087 positive regulation of G1/S transition of mitotic cell cycle biological_process|GO:1900245 positive regulation of MDA-5 signaling pathway biological_process|GO:1900246 positive regulation of RIG-I signaling pathway biological_process|GO:0006275 regulation of DNA replication biological_process|GO:0000785 chromatin cellular_component|GO:0005737 cytoplasm cellular_component|GO:0001673 male germ cell nucleus cellular_component|GO:0031965 nuclear membrane cellular_component|GO:0005654 nucleoplasm cellular_component|GO:0005634 nucleus cellular_component	mmu:81702 K16726 ankyrin repeat domain-containing protein 17 --	--	VFG016465(gb|WP_011283979)	A0A098DW84|PHI:1278|Fgsg_11614|5518|Fusarium_graminearum|unaffected_pathogenicity	--	10160.XP_004648478.1 COG0666@1|root,KOG4369@1|root,KOG0504@2759|Eukaryota,KOG4369@2759|Eukaryota,38I05@33154|Opisthokonta,3BHRH@33208|Metazoa,3CU4I@33213|Bilateria,47Z9E@7711|Chordata,490ZB@7742|Vertebrata,3J5PS@40674|Mammalia,35IFF@314146|Euarchontoglires,4Q2VV@9989|Rodentia ankyrin repeat domain-containing protein	--	BAC98003.1 mKIAA0697 protein, partial [Mus musculus]	PF12796.11|Ank_2|Ankyrin repeats (3 copies)
ENSMUSG00000050856(Atp5me)	503.996150623042	-1.03879198731083	2.81187160087845e-08	9.01897323923551e-07	Down	367	404	659	549	sp|P12633|ATP5I_CRILO ATP synthase subunit e, mitochondrial OS=Cricetulus longicaudatus OX=10030 GN=ATP5ME PE=2 SV=3	GO:0015078 proton transmembrane transporter activity molecular_function|GO:0015986 proton motive force-driven ATP synthesis biological_process|GO:0005753 mitochondrial proton-transporting ATP synthase complex cellular_component|GO:0000276 mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) cellular_component	mmu:11958 K02129 F-type H+-transporting ATPase subunit e mmu00190 Oxidative phosphorylation|:::|mmu01100 Metabolic pathways|:::|mmu04714 Thermogenesis	--	VFG023431(gb|WP_012392987)	I1RMG1|PHI:1484|Gzhmg016|5518|Fusarium_graminearum|unaffected_pathogenicity	--	109478.XP_005886511.1 KOG4326@1|root,KOG4326@2759|Eukaryota,3A9AT@33154|Opisthokonta,3BUVP@33208|Metazoa,3DA3J@33213|Bilateria,48G5C@7711|Chordata,49CW8@7742|Vertebrata,3JHTB@40674|Mammalia,4KZI1@9397|Chiroptera ATP synthase subunit e, mitochondrial	--	XP_003502407.1 ATP synthase subunit e, mitochondrial [Cricetulus griseus]	--
ENSMUSG00000028962(Slc4a2)	71.1125226226876	-1.00781894583579	0.00732502521136414	0.0401056794375071	Down	59	52	106	66	sp|P13808|B3A2_MOUSE Anion exchange protein 2 OS=Mus musculus OX=10090 GN=Slc4a2 PE=1 SV=1	GO:0015108 chloride transmembrane transporter activity molecular_function|GO:0140900 chloride:bicarbonate antiporter activity molecular_function|GO:0019899 enzyme binding molecular_function|GO:0022857 transmembrane transporter activity molecular_function|GO:0097186 amelogenesis biological_process|GO:0015701 bicarbonate transport biological_process|GO:0006821 chloride transport biological_process|GO:0043377 negative regulation of CD8-positive, alpha-beta T cell differentiation biological_process|GO:2000565 negative regulation of CD8-positive, alpha-beta T cell proliferation biological_process|GO:0030316 osteoclast differentiation biological_process|GO:0070175 positive regulation of enamel mineralization biological_process|GO:0032956 regulation of actin cytoskeleton organization biological_process|GO:0045124 regulation of bone resorption biological_process|GO:0051453 regulation of intracellular pH biological_process|GO:0007283 spermatogenesis biological_process|GO:0055085 transmembrane transport biological_process|GO:0016324 apical plasma membrane cellular_component|GO:0016323 basolateral plasma membrane cellular_component|GO:0016020 membrane cellular_component|GO:0005886 plasma membrane cellular_component	mmu:20535 K13855 solute carrier family 4 (anion exchanger), member 2 mmu04970 Salivary secretion|:::|mmu04971 Gastric acid secretion|:::|mmu04972 Pancreatic secretion|:::|mmu04976 Bile secretion	--	VFG019730(gb|WP_043204767)	A0A0D2XDM3|PHI:4724|Gls1|5507|Fusarium_oxysporum|unaffected_pathogenicity	--	51337.XP_004669637.1 KOG1172@1|root,KOG1172@2759|Eukaryota,38BCI@33154|Opisthokonta,3BA46@33208|Metazoa,3CU8U@33213|Bilateria,482QM@7711|Chordata,490P4@7742|Vertebrata,3J3G2@40674|Mammalia,35CU9@314146|Euarchontoglires,4Q178@9989|Rodentia inorganic anion exchanger activity	--	EDL03123.1 solute carrier family 4 (anion exchanger), member 2, isoform CRA_c [Mus musculus]	PF00955.25|HCO3_cotransp|HCO3- transporter family
ENSMUSG00000029405(G3bp2)	69.6484787557093	1.04719366052573	0.00645624439707628	0.0369875360650546	Up	124	97	50	32	sp|P97379|G3BP2_MOUSE Ras GTPase-activating protein-binding protein 2 OS=Mus musculus OX=10090 GN=G3bp2 PE=1 SV=2	GO:0140693 molecular condensate scaffold activity molecular_function|GO:0003729 mRNA binding molecular_function|GO:0045087 innate immune response biological_process|GO:0051028 mRNA transport biological_process|GO:0062029 positive regulation of stress granule assembly biological_process|GO:0051260 protein homooligomerization biological_process|GO:0007264 small GTPase-mediated signal transduction biological_process|GO:0034063 stress granule assembly biological_process|GO:0010494 cytoplasmic stress granule cellular_component|GO:0005829 cytosol cellular_component|GO:1990904 ribonucleoprotein complex cellular_component	mmu:108169096 -- -- --	--	VFG016364(gb|WP_000794533)	G4MY43|PHI:12179|Mofhb1_(mgg_01268)|318829|Magnaporthe_oryzae|unaffected_pathogenicity_reduced_virulence	--	10029.XP_007628827.1 KOG0116@1|root,KOG0116@2759|Eukaryota,390RG@33154|Opisthokonta,3B9P4@33208|Metazoa,3CZ8D@33213|Bilateria,485FV@7711|Chordata,496DR@7742|Vertebrata,3JCMA@40674|Mammalia,35HPK@314146|Euarchontoglires,4Q3AX@9989|Rodentia Ras GTPase-activating protein-binding protein 2	--	KAF7480155.1 ras GTPase-activating protein-binding protein 2 [Marmota monax]	PF00076.26|RRM_1|RNA recognition motif
ENSMUSG00000018076(Med13l)	28.1260105526452	1.74147358723519	0.00376174555268448	0.0243068000706724	Up	47	54	12	11	sp|Q6JPI3|MD13L_MOUSE Mediator of RNA polymerase II transcription subunit 13-like OS=Mus musculus OX=10090 GN=Med13l PE=1 SV=2	GO:0003712 transcription coregulator activity molecular_function|GO:0006357 regulation of transcription by RNA polymerase II biological_process|GO:0006366 transcription by RNA polymerase II biological_process|GO:0016592 mediator complex cellular_component|GO:0005654 nucleoplasm cellular_component	mmu:76199 K15164 mediator of RNA polymerase II transcription subunit 13 mmu04919 Thyroid hormone signaling pathway	--	VFG052026(gb|WP_085976417.1)	G4YNY4|PHI:11607|Psfp1|67593|Phytophthora_sojae|reduced_virulence	--	10116.ENSRNOP00000003882 COG5021@1|root,KOG0939@2759|Eukaryota,38EBM@33154|Opisthokonta,3BBCH@33208|Metazoa,3CWUK@33213|Bilateria,48336@7711|Chordata,49116@7742|Vertebrata,3J4EI@40674|Mammalia,35A44@314146|Euarchontoglires,4PSE8@9989|Rodentia base-excision repair	--	AAH72653.1 Med13l protein, partial [Mus musculus]	PF06333.16|Med13_C|Mediator complex subunit 13 C-terminal domain
ENSMUSG00000038690(Atp5mf)	97.7860305123214	-1.1443459265002	0.000414745152346049	0.00396127703285182	Down	76	67	141	101	sp|P56135|ATPK_MOUSE ATP synthase subunit f, mitochondrial OS=Mus musculus OX=10090 GN=Atp5mf PE=1 SV=3	GO:0046933 proton-transporting ATP synthase activity, rotational mechanism molecular_function|GO:0042776 proton motive force-driven mitochondrial ATP synthesis biological_process|GO:0005743 mitochondrial inner membrane cellular_component|GO:0005753 mitochondrial proton-transporting ATP synthase complex cellular_component|GO:0000276 mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) cellular_component|GO:0005739 mitochondrion cellular_component|GO:0031965 nuclear membrane cellular_component	mcal:110300684 K02130 F-type H+-transporting ATPase subunit f mcal00190 Oxidative phosphorylation|:::|mcal01100 Metabolic pathways|:::|mcal04714 Thermogenesis	--	VFG038671(gb|WP_011705282)	A0A0F6UGK4|PHI:6941|Feob|287|Pseudomonas_aeruginosa|increased_virulence_(hypervirulence)_loss_of_pathogenicity	--	10090.ENSMUSP00000125504 KOG4092@1|root,KOG4092@2759|Eukaryota,3A5WA@33154|Opisthokonta,3BSTQ@33208|Metazoa,3D9E1@33213|Bilateria,48FXK@7711|Chordata,49CRU@7742|Vertebrata,3JHKI@40674|Mammalia,35R2Q@314146|Euarchontoglires,4Q60N@9989|Rodentia ATP synthase subunit f	--	EGV99128.1 ATP synthase subunit f, mitochondrial [Cricetulus griseus]	PF11424.12|DUF3195|Protein of unknown function (DUF3195) N-terminal
ENSMUSG00000007812(Zfp655)	40.9015458136004	1.19397529745536	0.0145711600423825	0.066242304554095	Up	66	67	22	22	sp|Q8R2V3|ZN445_MOUSE Zinc finger protein 445 OS=Mus musculus OX=10090 GN=Znf445 PE=2 SV=2	GO:0003682 chromatin binding molecular_function|GO:0001228 DNA-binding transcription activator activity, RNA polymerase II-specific molecular_function|GO:0010385 double-stranded methylated DNA binding molecular_function|GO:0046872 metal ion binding molecular_function|GO:0000978 RNA polymerase II cis-regulatory region sequence-specific DNA binding molecular_function|GO:0044726 epigenetic programing of female pronucleus biological_process|GO:0044027 negative regulation of gene expression via CpG island methylation biological_process|GO:0006357 regulation of transcription by RNA polymerase II biological_process|GO:0005634 nucleus cellular_component	mcal:110295057 -- -- --	--	VFG005064(gb|WP_011274722)	Q7CKC8|PHI:9369|Nlpd|632|Yersinia_pestis|reduced_virulence	--	9986.ENSOCUP00000022769 KOG1721@1|root,KOG1721@2759|Eukaryota,3AH3V@33154|Opisthokonta,3BZDD@33208|Metazoa,3D96I@33213|Bilateria,48CZK@7711|Chordata,49A08@7742|Vertebrata,3JFKH@40674|Mammalia,35QE9@314146|Euarchontoglires krueppel associated box	--	NP_001350381.1 zinc finger protein 655 isoform f [Mus musculus]	PF01352.31|KRAB|KRAB box
ENSMUSG00000033542(Arhgef5)	27.8926186478459	1.34540512976618	0.0266550752134311	0.101653516652464	Up	46	48	21	8	sp|E9Q7D5|ARHG5_MOUSE Rho guanine nucleotide exchange factor 5 OS=Mus musculus OX=10090 GN=Arhgef5 PE=1 SV=1	GO:0005085 guanyl-nucleotide exchange factor activity molecular_function|GO:0008289 lipid binding molecular_function|GO:0030036 actin cytoskeleton organization biological_process|GO:0061484 hematopoietic stem cell homeostasis biological_process|GO:0035556 intracellular signal transduction biological_process|GO:0002408 myeloid dendritic cell chemotaxis biological_process|GO:0071803 positive regulation of podosome assembly biological_process|GO:1904591 positive regulation of protein import biological_process|GO:0051496 positive regulation of stress fiber assembly biological_process|GO:0032956 regulation of actin cytoskeleton organization biological_process|GO:0051493 regulation of cytoskeleton organization biological_process|GO:0070161 anchoring junction cellular_component|GO:0071944 cell periphery cellular_component|GO:0042995 cell projection cellular_component|GO:0005737 cytoplasm cellular_component|GO:0005829 cytosol cellular_component|GO:0005654 nucleoplasm cellular_component|GO:0005634 nucleus cellular_component|GO:0005886 plasma membrane cellular_component|GO:0002102 podosome cellular_component	mmu:54324 K20684 Rho guanine nucleotide exchange factor 5 --	--	VFG041339(gb|WP_010948210)	G1UBC2|PHI:517_PHI:11390|Caeap1_Eap1|5476|Candida_albicans|reduced_virulence_unaffected_pathogenicity	--	10090.ENSMUSP00000031750 COG5422@1|root,KOG3523@2759|Eukaryota,38H1Z@33154|Opisthokonta,3BGEH@33208|Metazoa,3D24W@33213|Bilateria,47Z3X@7711|Chordata,48XDP@7742|Vertebrata,3J87S@40674|Mammalia,35BK1@314146|Euarchontoglires,4Q4NW@9989|Rodentia Rho guanine nucleotide exchange factor 5/35	--	NP_001404551.1 rho guanine nucleotide exchange factor 5 [Mus musculus]	PF15441.10|ARHGEF5_35|RhoGEF 5/35 N-terminal disordered region
ENSMUSG00000002871(Tpra1)	4.52321773929083	-5.85764401264909	0.00308025559877815	NA	Down	0	0	13	4	sp|Q791F6|TPRA1_RAT Transmembrane protein adipocyte-associated 1 OS=Rattus norvegicus OX=10116 GN=Tpra1 PE=2 SV=1	GO:0004930 G protein-coupled receptor activity molecular_function|GO:0040016 embryonic cleavage biological_process|GO:0007186 G protein-coupled receptor signaling pathway biological_process|GO:1901991 negative regulation of mitotic cell cycle phase transition biological_process|GO:0005886 plasma membrane cellular_component	mmu:24100 K22988 transmembrane protein adipocyte-associated 1 --	--	VFG015500(gb|WP_079262221)	P27128|PHI:123655|Rfai|562|Escherichia_coli|reduced_virulence	--	10090.ENSMUSP00000063042 KOG4536@1|root,KOG4536@2759|Eukaryota,38CQD@33154|Opisthokonta,3BFFZ@33208|Metazoa,3CRPJ@33213|Bilateria,485PA@7711|Chordata,48W0I@7742|Vertebrata,3JACT@40674|Mammalia,359YI@314146|Euarchontoglires,4Q4B2@9989|Rodentia Transmembrane protein adipocyte-associated 1	--	XP_027284475.1 transmembrane protein adipocyte-associated 1 isoform X3 [Cricetulus griseus]	PF10160.13|Tmemb_40|Predicted membrane protein
ENSMUSG00000034312(Iqsec1)	176.984775996507	1.09046245968757	3.28559535456651e-05	0.000455531897868608	Up	268	295	118	85	sp|A0A0G2JUG7|IQEC1_RAT IQ motif and SEC7 domain-containing protein 1 OS=Rattus norvegicus OX=10116 GN=Iqsec1 PE=1 SV=1	GO:0005085 guanyl-nucleotide exchange factor activity molecular_function|GO:0008289 lipid binding molecular_function|GO:0019901 protein kinase binding molecular_function|GO:0030036 actin cytoskeleton organization biological_process|GO:0060996 dendritic spine development biological_process|GO:0120183 positive regulation of focal adhesion disassembly biological_process|GO:0051549 positive regulation of keratinocyte migration biological_process|GO:0099170 postsynaptic modulation of chemical synaptic transmission biological_process|GO:0032012 regulation of ARF protein signal transduction biological_process|GO:0099149 regulation of postsynaptic neurotransmitter receptor internalization biological_process|GO:0098978 glutamatergic synapse cellular_component|GO:0005634 nucleus cellular_component|GO:0098794 postsynapse cellular_component|GO:0099092 postsynaptic density, intracellular component cellular_component|GO:0098685 Schaffer collateral - CA1 synapse cellular_component|GO:0008021 synaptic vesicle cellular_component	mmu:232227 K12495 IQ motif and SEC7 domain-containing protein mmu04144 Endocytosis	--	VFG015170(gb|WP_011666674)	G4N7P4|PHI:11241|Momca2_(mgg_13530)|318829|Magnaporthe_oryzae|reduced_virulence	--	10090.ENSMUSP00000140030 COG5307@1|root,KOG0931@2759|Eukaryota,38CK8@33154|Opisthokonta,3B9T3@33208|Metazoa,3CSWD@33213|Bilateria,484RI@7711|Chordata,48VSD@7742|Vertebrata,3J8UR@40674|Mammalia,35P2R@314146|Euarchontoglires,4Q3PQ@9989|Rodentia PH domain	--	NP_001395885.1 IQ motif and SEC7 domain-containing protein 1 isoform p [Mus musculus]	PF16453.9|IQ_SEC7_PH|PH domain
ENSMUSG00000056737(Capg)	237.017890053693	-1.2026819158275	1.60786774933289e-07	4.18825187068652e-06	Down	166	170	332	259	sp|P24452|CAPG_MOUSE Macrophage-capping protein OS=Mus musculus OX=10090 GN=Capg PE=1 SV=2	GO:0051015 actin filament binding molecular_function|GO:0005546 phosphatidylinositol-4,5-bisphosphate binding molecular_function|GO:0019904 protein domain specific binding molecular_function|GO:0044877 protein-containing complex binding molecular_function|GO:0051014 actin filament severing biological_process|GO:0008154 actin polymerization or depolymerization biological_process|GO:0051016 barbed-end actin filament capping biological_process|GO:0030031 cell projection assembly biological_process|GO:0071346 cellular response to type II interferon biological_process|GO:0007417 central nervous system development biological_process|GO:0015629 actin cytoskeleton cellular_component|GO:0005814 centriole cellular_component|GO:0005737 cytoplasm cellular_component|GO:0090543 Flemming body cellular_component|GO:0030027 lamellipodium cellular_component|GO:0042470 melanosome cellular_component|GO:0072686 mitotic spindle cellular_component|GO:0005730 nucleolus cellular_component|GO:0005654 nucleoplasm cellular_component|GO:0005634 nucleus cellular_component|GO:0045335 phagocytic vesicle cellular_component|GO:0001726 ruffle cellular_component	mmu:12332 K10368 macrophage-capping protein --	--	VFG009993(gb|WP_041160744)	I1RC07|PHI:1348_PHI:9602|Gzc2h008_Ars2_(fgsg_01106)|5518|Fusarium_graminearum|reduced_virulence	--	10090.ENSMUSP00000109705 KOG0443@1|root,KOG0443@2759|Eukaryota,38QM1@33154|Opisthokonta,3B9JY@33208|Metazoa,3D0D6@33213|Bilateria,47YVF@7711|Chordata,48X58@7742|Vertebrata,3J3W1@40674|Mammalia,35BPE@314146|Euarchontoglires,4Q2TW@9989|Rodentia Macrophage-capping protein	--	EDK98986.1 capping protein (actin filament), gelsolin-like, isoform CRA_b, partial [Mus musculus]	PF00626.26|Gelsolin|Gelsolin repeat
